id,object_id,qualification,roles,productionPlaces,maker_name
20213,d30a7e5f5f936171d9fe,,painter,,Pieter van der Werff
20214,d31507e758627be1c035,,,,Christiaan Benjamin Nieuwenhuis
20215,d31842c21a9b808c72d4,,,,McLean & Melhuish
20216,d319c61df7a4bf3f2346,mentioned on object,print maker,Amsterdam,Jan Frederik Christiaan Reckleben
20217,d31b9d7a483e682a9f12,,,unknown,anonymous
20218,d31bb37c56b4e8e8df52,signed by artist,print maker,Netherlands,C.A. Tuchs
20219,d31e626d0b22869cdffc,,painter,,Jacopo Tintoretto
20220,d3220f874b7fdaba1ab6,mentioned on object,,Amsterdam,Albert Greiner
20221,d326bd5134da059a2793,mentioned on object,print maker,Paris,Theodoor van Thulden
20222,d32908c40c0d66c6a3a9,mentioned on object,,,Jan Breebaard
20223,d3328ceb1adee026c8d5,,print maker,Antwerp,Johann Sadeler (I)
20224,d337c48713ba1a5e2595,,painter,,Nicolaes Muys
20225,d339124fe269be78a778,,painter,,Samuel van Hoogstraten
20226,d33a442b21d42f003cd5,mentioned on object,print maker,Netherlands,Willem Albarda
20227,d33aea5d23d21608b05a,,painter,,Willem Witsen
20228,d345ae4b704aa86d34a8,attributed to,,Netherlands,Richard Tepe
20229,d34a47c0c7c2d96193c7,mentioned on object,print maker,France,Jean-Baptiste Tilliard
20230,d34bce54c58026eb9bbe,mentioned on object,,Amsterdam,Erven Hendrik van der Putte
20231,d34f7b384b8c4e39868c,mentioned on object,painter,,Dirck Wijntrack
20232,d3505e1ee281a1f11e43,circle of,,,Geldolph Adriaan Kessler
20233,d35407e44667f36d05f7,,,England,anonymous
20234,d35787c7a122f1474367,,painter,,Pauwels van Hillegaert
20235,d35905ae34a0d4a0ae6c,mentioned on object,print maker,Antwerp,Johann Sadeler (I)
20236,d36368d6464389641b2a,mentioned on object,painter,Netherlands,Anton Mauve
20237,d366e2a621c3a5b325e3,mentioned on object,print maker,Amsterdam,Bernard Picart
20238,d3683558837a7aef896e,,,,Auguste Salzmann
20239,d368eed03d70ec10e34c,workshop of,print maker,Amsterdam,Bernard Picart
20240,d36a19c552de334f6570,mentioned on object,,The Hague,Wilhelm J. Grammann
20241,d36a2c4d08a652288568,,painter,,Jan Wijnants
20242,d36cb07c6b1e3bb3ab80,mentioned on object,print maker,,Joannes van de Berg
20243,d36e681967d62698cc15,,,Suriname,Willem Diepraam
20244,d3731216477e740e75ac,,,Sumatra,Heinrich Ernst & Co
20245,d374b88d6c55151e2ef8,workshop of,painter,,Jan Antonisz van Ravesteyn
20246,d3767af30ff422af4e19,mentioned on object,,The Hague,Richard Kameke
20247,d37d0e9768b3a8884b43,mentioned on object,,Vienna,Kramer
20248,d37fe3a045134ef4acb3,mentioned on object,print maker,The Hague,Crispijn van den Queborn
20249,d382348ee023a6e1e21a,,,unknown,anonymous
20250,d382768afd74be3656b9,,,Paris,Jacob Olie jr.
20251,d38383de472af4042036,signed by artist,,Netherlands,Richard Tepe
20252,d386e865caeada9f8122,mentioned on object,,,Johannes Jaeger
20253,d3896e420c7e3d41837f,mentioned on object,print maker,Amsterdam,Jan Harmensz. Muller
20254,d389d47e3263dd15350c,,,Netherlands,Jacob Olie jr.
20255,d3945eaf00cd0492e1c6,,print maker,Amsterdam,Henricus Wilhelmus Couwenberg
20256,d39679b25c1e9929118f,,,Netherlands,Richard Tepe
20257,d39730204d8a114c84e8,,,Venice,anonymous
20258,d3985d2b982027c59d68,,print maker,Amsterdam,Cornelis Ploos van Amstel
20259,d39ed70cd256c77e8685,,painter,,Jan Lievens
20260,d3a87a3f8a25380a6f45,,print maker,Netherlands,anonymous
20261,d3a9f152ee4d4a473322,mentioned on object,,Harlingen,Jacobus de Vries Gzn.
20262,d3ac49b2f424f27246ea,mentioned on object,,London,John Jabez Edwin Mayall
20263,d3ac6cb043f57d51f515,attributed to,painter,,Giambattista Moroni
20264,d3ae1ddec75642b6fa96,,painter,,Nicolaes Maes
20265,d3af2019cf7802d3c0ef,mentioned on object,,Middelburg,J. Korsten
20266,d3b57d4f5cac23816061,,,Persia,Antoine Sevruguin
20267,d3bb8555dbb27d08a1f5,,print maker,Italy,Giacomo Laurenziani
20268,d3be203f022a0348723b,,painter,Rome,Abraham Teerlink
20269,d3c0c6239510b7ef2a5c,,print maker,unknown,Carl Cristiaan Fuchs
20270,d3c593c686f8090ff5a5,mentioned on object,,Utrecht,A.A. Vermeulen & Co.
20271,d3cbfa8107d8c9eb6ded,attributed to,,Norway,Paul Güssfeldt
20272,d3cd641dc38c7e6ca057,,,,Willem Diepraam
20273,d3d12a0d66a031779a22,,,,anonymous
20274,d3d372b81854a49cdf10,,,,Stafhell & Kleingrothe
20275,d3d3ce52e220b03cdd43,,print maker,Amsterdam,Claes Jansz. Visscher (II)
20276,d3d52def18475b04eeba,,,Suriname,Théodore van Lelyveld
20277,d3d57b0adf19f7170a5f,mentioned on object,,Netherlands,Richard Tepe
20278,d3d8b9d42fc3aaced2cb,,print maker,France,anonymous
20279,d3da16fd02f9942ad93a,mentioned on object,print maker,Northern Netherlands,Cornelis van Dalen (I)
20280,d3dc7d367cb83140a0ea,,,,anonymous
20281,d3dcb25a36d60705b116,,painter,,Meindert Hobbema
20282,d3e15bc47841a8113616,attributed to,print maker,,Johannes of Lucas van Doetechum
20283,d3e3659d02525383523c,circle of,,Netherlands,Adolphe Burdet
20284,d3e8806cb36e318b1c22,,,Sumatra,Heinrich Ernst & Co
20285,d3ea5b058278b3544da8,,print maker,Amsterdam,Jan Luyken
20286,d3ea8575f1f9deae3159,mentioned on object,print maker,,Martin Ferdinand Quadal
20287,d3ebdfa8ce6d7139b540,circle of,,Netherlands,Adolphe Burdet
20288,d3f0cb53b967836bfcc4,attributed to,,,Samuel Bourne
20289,d3f2c232fa53c255118d,mentioned on object,,Rotterdam,Johannes Baer
20290,d3f644ccd54759bc99bd,mentioned on object,print maker,Cologne,Johann Sadeler (I)
20291,d3f8c047bbf279117637,attributed to,,,anoniem (Monumentenzorg)
20292,d3f8c047bbf279117637,possibly,,,A.J.M. Mulder
20293,d3f911750df9a515ef56,mentioned on object,,Leiden,Jan Goedeljee
20294,d3fa53a0f744064cd2b8,,print maker,Amsterdam,Jan Luyken
20295,d3fa820e1514f708a297,,print maker,Haarlem,Jacob Elias van Varelen
20296,d3fb5be3badd76dca096,,print maker,Northern Netherlands,anonymous
20297,d400cd676bbe5a8e84b1,mentioned on object,,Amsterdam,Jacob van der Schley
20298,d402bfdb4c10c9488220,,painter,,Johannes Vermeer
20299,d4031e34277e97280748,mentioned on object,,Antwerp,J. Van Crewel & Fils
20300,d405a51f5fa8d0c8183a,attributed to,,Amsterdam,Johanna Margaretha Piek
20301,d4080de630719568f079,mentioned on object,print maker,Antwerp,Johann Sadeler (I)
20302,d40f454854f90e961fa3,,painter,,Jacobus Levecq
20303,d4116bf440a7b61398d1,,print maker,Antwerp,Philips Galle
20304,d41757bf65a4ca49be7c,,print maker,,Jan van de Velde (II)
20305,d41a91d88180d79bdfd5,,print maker,Germany,Hans Sibmacher
20306,d41de2f764a34f5fe115,mentioned on object,painter,,Jan van Goyen
20307,d41efa2200f69ff7112e,mentioned on object,,Maastricht,Théodor Weijnen
20308,d420e4dff39e6e7e258a,,print maker,Northern Netherlands,anonymous
20309,d423e7466c35208e0324,,,Amsterdam,P. Oosterhuis
20310,d42514e7b7818e2465b6,signed by artist,painter,Netherlands,Johan Heinrich Neuman
20311,d4273b1fb65feb547ba0,,print maker,Germany,anonymous
20312,d429e54c1aca63bed55e,mentioned on object,print maker,Northern Netherlands,Werner van den Valckert
20313,d42a3d8a350a026a7e90,,,Brussels,anonymous
20314,d42a3d8a350a026a7e90,mentioned on object,publisher,Brussels,Société Royale Belge de Photographie
20315,d42e6467827c5c65b23a,mentioned on object,print maker,Netherlands,Eberhard Cornelis Rahms
20316,d42ee63af80476307883,,,,Nicolas Andriomenos
20317,d42ff2fb71a68d0328e2,mentioned on object,print maker,Amsterdam,Daniël Veelwaard (I)
20318,d4324b000b73a59bf3d1,,,,anonymous
20319,d434531f3e23556e3850,mentioned on object,print maker,Amsterdam,Abraham Rademaker
20320,d439739d0c6a2ec2281f,mentioned on object,print maker,Amsterdam,Jan Veenhuysen
20321,d4398b6b61d51ee3d63f,,,,Antoine Sevruguin
20322,d43b36645ec560383e8b,,painter,Rome,Hendrik Voogd
20323,d43c6121b82d87152101,mentioned on object,painter,,Jan Jansz. Treck
20324,d43cc5defc7798b346c1,,,Germany,Waldemar Titzenthaler
20325,d43f18df358a23b52f1d,possibly,,,Jean Baptiste August Kessler
20326,d441b5c0ac35aa941f79,,,Sumatra,Heinrich Ernst & Co
20327,d44365a5d5bbf2a2ba27,mentioned on object,print maker,Paris,Matthieu van Plattenberg
20328,d44543903b163b81b812,,painter,,Tibout Regters
20329,d447898b9ce6043df1d9,,print maker,Northern Netherlands,anonymous
20330,d44b409e50611383df02,,print maker,Cologne,Crispijn van de Passe (I)
20331,d44d4924e0efbb8de7ff,possibly,print maker,Netherlands,Jan van Call (I)
20332,d451451f309d73d7eb87,,painter,,Pieter Gerardus van Os
20333,d4518c1cdee16265be57,mentioned on object,,unknown,Schröder & Co.
20334,d452dedba39bb99e19ca,,,,Giorgio Sommer
20335,d454b97a41c77bc57f95,,,,Eugenio Interguglielmi & Co.
20336,d45687d50b40b2aa2365,,,,Bonfils
20337,d456b9a00e1f5b223dab,mentioned on object,print maker,Amsterdam,Abraham Rademaker
20338,d45793ba83df96fc974a,mentioned on object,print maker,Northern Netherlands,Cornelis Brouwer
20339,d458c119c5a9cb9b54c4,mentioned on object,,France,Édouard Denis Baldus
20340,d4597878ef051e533e69,attributed to,,Venice,Johanna Margaretha Piek
20341,d45ab9ca0666e930cdfa,mentioned on object,,The Hague,Adolphe Zimmermans
20342,d45b8f0ef142e17b5a38,,,,anonymous
20343,d460f255aec674092611,,,,anonymous
20344,d4646b5941bd5e11e5eb,,painter,,Charles Howard Hodges
20345,d466a5212522044b64af,,,unknown,anonymous
20346,d46c1c76edb07d7e4c06,mentioned on object,,France,François Marie Louis Franck
20347,d4702599e84374728e7f,,painter,,Jan Adriaensz. van Staveren
20348,d472f80d4219760a143e,,,Sri Lanka,Charles T. Scowen
20349,d47353436c0e6240d22a,mentioned on object,print maker,Netherlands,Carel Lodewijk Dake
20350,d474d4c7ca90c1c0528d,,,,Boëtius Adamsz. Bolswert
20351,d476a0d7a6ca04a9f443,,,,Willem Diepraam
20352,d47d0fbd6f76def8f030,mentioned on object,print maker,Dordrecht,Gerrit Gerritsz van Fenaem
20353,d47e0a4e8d524cfb464e,,painter,Northern Netherlands,anonymous
20354,d47f5867bed49dde11b7,mentioned on object,print maker,Amsterdam,Roelant Roghman
20355,d482375f2dd941163a21,mentioned on object,print maker,,Juan van Noort
20356,d488185613891d151405,mentioned on object,,Paris,Charles Janicot
20357,d48a43120bd526431862,,print maker,,Aegidius Sadeler
20358,d48b2b0db23b9308e489,,,Suriname,Théodore van Lelyveld
20359,d48dc0e41ec734ab45ba,attributed to,,,anoniem (Monumentenzorg)
20360,d48dc0e41ec734ab45ba,possibly,,,A.J.M. Mulder
20361,d4910e4f45dbbe38f61f,,,,E. Savioz
20362,d4964bcbd9784f96ae6f,mentioned on object,print maker,Germany,Monogrammist SB (16e eeuw)
20363,d49d5defdda2775dea24,,print maker,France,anonymous
20364,d49f1b88a99e970d60ab,mentioned on object,print maker,Rotterdam,Theodorus de Roode
20365,d4a24e97f0b7a7ea3e10,,,Indonesia,Jan Banning
20366,d4a4b52ff4d1a431a442,,,Berlin,anonymous
20367,d4adc13041d90cf3bf10,,print maker,Amsterdam,Cornelis Ploos van Amstel
20368,d4ae70dce5fb0c76cb6b,mentioned on object,print maker,Amsterdam,Johannes de Ram
20369,d4b3c74d6772a0acff72,,,Sumatra,Christiaan Benjamin Nieuwenhuis
20370,d4b3efecfe95832974e8,possibly,print maker,,Bernard Picart
20371,d4b45e452b4a3408a955,,print maker,Southern Netherlands,Cornelis Galle (I)
20372,d4b60bc6efc6b9d859b6,workshop of,print maker,Amsterdam,Bernard Picart
20373,d4b89e8b31964cbc9531,,painter,,Willem van de Velde (II)
20374,d4bc01a541aa8e39127f,,print maker,Netherlands,anonymous
20375,d4bea55b3b6e0bb60340,possibly,,,Barend Groote
20376,d4bedd4322f013be5b65,,,,L. Heldring
20377,d4c1600e0987692134c2,mentioned on object,print maker,Amsterdam,Romeyn de Hooghe
20378,d4c4f82da179e6e53492,,print maker,Northern Netherlands,Pieter Rottermondt
20379,d4c63bd4c454cae76773,,print maker,Antwerp,Pieter de Jode (I)
20380,d4c70a86980cd079c0c9,,print maker,,Johann Sadeler (I)
20381,d4c8b4093faa2451fc10,,painter,,Nicolaas Pieneman
20382,d4c97bfb4590dafd12b4,,,Amsterdam,Cornelis Ploos van Amstel
20383,d4cd11da5d3cddc009d9,,print maker,Northern Netherlands,Daniël Marot (I)
20384,d4cf4562e0f511bb9fd9,workshop of,print maker,Amsterdam,Bernard Picart
20385,d4d2fa0fd47c66951044,mentioned on object,print maker,,Raphaël Sadeler (I)
20386,d4d8d8b23766c0827d08,mentioned on object,print maker,Amsterdam,Julius Henricus Quinkhard
20387,d4da8a8efbeed1aeed64,attributed to,painter,,Bartolommeo Vivarini
20388,d4dc03b1ef8ec4336cbb,,print maker,unknown,Johann Sadeler (I)
20389,d4dc37bc1b3cb62520a0,mentioned on object,print maker,Cologne,Johann Sadeler (I)
20390,d4dde41dc55728fd10ef,,,Sumatra,Carl J. Kleingrothe
20391,d4e8146ba2064c70e32b,,,Netherlands,Richard Tepe
20392,d4ea1cc7d2de89f3e409,,,Java,Woodbury & Page
20393,d4eac784f97b312ee775,signed by artist,print maker,Amsterdam,Cornelis Ploos van Amstel
20394,d4eb3f3bb03d9cfa322e,,painter,,Govert Flinck
20395,d4ec85c821f5cfa550be,,,,Robert Jefferson Bingham
20396,d4ed78b9dfbb7e705ff5,mentioned on object,publisher,unknown,Raphaël Sadeler (I)
20397,d4f433fa04e51ab783ce,,painter,,Elias van den Broeck
20398,d4f83dca53e479d0049b,,,Sumatra,Christiaan Benjamin Nieuwenhuis
20399,d4f8f6c993196ca035a1,,painter,,Dirck Helmbreeker
20400,d4f9efe6d8908d011d9e,,,Netherlands,anonymous
20401,d4fb5075db82cdc30891,mentioned on object,print maker,Brussels,Willem Roelofs (I)
20402,d4ffac01a06f71d137b9,,painter,Southern Netherlands,anonymous
20403,d500404c1598c18cb2b7,,,,Bonfils
20404,d500d60199a35bf39d77,,,,anonymous
20405,d50270825a52a3bea2d6,mentioned on object,print maker,Amsterdam,Jan Frederik Christiaan Reckleben
20406,d504d1f804f2f08802b4,mentioned on object,,Amsterdam,Atelier Prinses
20407,d505d3ac8786a5765da5,workshop of,painter,,Canaletto
20408,d506ebb1dbe6674dfb25,mentioned on object,print maker,Antwerp,Paulus Pontius
20409,d507f13bde87c8bb115b,mentioned on object,print maker,Paris,Gerard Edelinck
20410,d50925c16be9847f897b,,,Java,Isidore Kinsbergen
20411,d50b2e4fed198b106adb,workshop of,print maker,Netherlands,Jacob de Gheyn (II)
20412,d50db391b8dac599b923,,painter,,Thérèse Schwartze
20413,d50deede93441df5478f,attributed to,painter,,Aert Pietersz.
20414,d50e3f18fe7dab3db80b,attributed to workshop of,print maker,,Jacob Frijberger
20415,d5177882fd75a68e8563,mentioned on object,print maker,Antwerp,Frans Huys
20416,d5196a631c5c1e5248f8,copy after,painter,,Titiaan
20418,d51a44ff50c3ce16cb2a,possibly,,,A.J.M. Mulder
20417,d51a44ff50c3ce16cb2a,attributed to,,,anoniem (Monumentenzorg)
20419,d51b3d40d5965d97d0fb,mentioned on object,,,C. Hodcend
20420,d51c394bf4b7135822d7,,print maker,Southern Netherlands,anonymous
20421,d51c639a52052aea14d2,,print maker,Amsterdam,Romeyn de Hooghe
20422,d51ce681f45bdad42e20,,print maker,Cologne,Crispijn van de Passe (I)
20423,d51db9b37b339e204374,attributed to,,Netherlands,Henry Pauw van Wieldrecht
20424,d51f69979f62ed44f1e2,,,,anonymous
20425,d5203627e16e1a959a70,mentioned on object,,,Charles Gérard
20426,d5218a880179256193e2,,,,anonymous
20427,d52ef441aabba3e18b25,mentioned on object,print maker,Paris,Gerard Edelinck
20428,d52fbb7e717e9e67cb85,mentioned on object,,,Antonio Beato
20429,d533d893eaa0e884c578,,print maker,Amsterdam,Abraham Rademaker
20430,d5366d018d9c8066c2ec,attributed to,print maker,Northern Netherlands,Salomon Savery
20431,d53f22308ad0266530cf,mentioned on object,painter,,Antonie Waldorp
20432,d5473cbea30f1d2d618d,,painter,,Cornelis Ketel
20433,d5487d6c526fe2306dcb,circle of,print maker,Northern Netherlands,Romeyn de Hooghe
20434,d54e2a2fca3b84a39370,attributed to,,Venice,Johanna Margaretha Piek
20435,d54eb8b1c22748d103f1,,print maker,Rome,Hendrick van Schoel
20436,d54f2e1b77f6543367de,,,United States of America,anonymous
20437,d54fcec337747160c547,,print maker,Leiden,Pieter de Mare
20438,d550c25aff32335451b0,,print maker,Utrecht,Hermanus Jan Hendrik van Rijkelijkhuysen
20439,d559b8f6c156be02fb2f,,painter,,Joseph Moerenhout
20440,d55a9d6aecd440d1cf4d,,painter,,Herman Frederik van Hengel
20442,d55b7142e88043e7b935,possibly,,,A.J.M. Mulder
20441,d55b7142e88043e7b935,attributed to,,,anoniem (Monumentenzorg)
20444,d55c4351d9cf77d3d3b0,,,,P. Moithey (l'ainé)
20443,d55c4351d9cf77d3d3b0,mentioned on object,print maker,,P. Moithey (l'ainé)
20445,d5612edd64a0ea49383b,,,Netherlands,Crispijn van den Broeck
20446,d56192f29cd5bc7f749c,mentioned on object,print maker,,Johann Sadeler (I)
20447,d561f286cf71aa9cbf7d,possibly,,,Barend Groote
20448,d562e92a6f5850431b46,,painter,,Isaac Israels
20449,d562e982125f86d36bb9,,,,Geldolph Adriaan Kessler
20450,d5674019b0542d5948f5,,,Java,Woodbury & Page
20451,d56cada40b6edaa7b44f,mentioned on object,print maker,Netherlands,Schelte Adamsz. Bolswert
20452,d56dfab829ee9d629564,signed by artist,painter,,Alexandre Jean Dubois Drahonet
20453,d56efac5286b5839cb9e,,,,Reinier van der Lingen
20454,d5729271c0c4ceac2825,mentioned on object,,Switzerland,Adolphe Braun et Cie.
20455,d5761a97b0a89f7249b3,mentioned on object,print maker,Rotterdam,Robbert Muys
20456,d5761ebf4944d83f077c,,,,anonymous
20457,d57643919b62e6236b9a,,,,Hanns Hanfstaengl
20458,d576c55d8f6740406a8d,mentioned on object,,,Auguste Garcin
20459,d57fe4561aec4f29f4ee,,,Batavia,Woodbury & Page
20460,d580d95fa4a61594b79e,mentioned on object,,,Fratelli Alinari
20461,d591b5bf7f4cd55858bc,mentioned on object,print maker,Brussels,Pierre Denis Plumier
20462,d593badbf65ac73885f0,,print maker,Northern Netherlands,Simon Frisius
20463,d59645869103f4078456,mentioned on object,,Haarlem,Gebroeders Cordes
20464,d596a28abab20527bfb8,mentioned on object,print maker,Northern Netherlands,Pieter Hendrik Jonxis
20465,d5975334e121993c59b2,attributed to,,Netherlands,Cornelis Bos
20466,d598d752d940c239b6a8,mentioned on object,,Arnhem,Brainich & Leusink
20467,d59d6357d93048b8037d,mentioned on object,,Antwerp,Joseph Dupont
20468,d59dffbd1861c54f0b70,,,,Adriaen Coorte
20469,d5a02c7f6af35a766c47,,painter,,Johannes Hendrik van West
20470,d5a3ce4d104d87544f27,,,Pompeii,anonymous
20471,d5a6422e1816c93f47d7,,print maker,Antwerp,Johann Sadeler (I)
20472,d5a7ccb7dc614195adb9,,,Antwerp,anonymous
20473,d5ad0540a2d3a5a50668,,print maker,Netherlands,Carel Lodewijk Dake
20474,d5ada1dd4e03536cfe6f,,print maker,Northern Netherlands,Pieter Nolpe
20475,d5b627e251d936e44fee,,print maker,Amsterdam,Michiel Mosijn
20476,d5b6dacfff69018c9ece,signed by artist,painter,,Nicolaas Pieneman
20477,d5b920a6aa31b9b211dc,mentioned on object,,Antwerp,Joseph Dupont
20478,d5ba072d13dfe95e137e,,,,Woodbury & Page
20479,d5baa405dd7823fa25a7,mentioned on object,print maker,Netherlands,Schelte Adamsz. Bolswert
20480,d5baa55de91b9e2699a7,,print maker,,Aegidius Sadeler
20481,d5bdb64a5ee234a5036a,,,,anonymous
20482,d5c359e5ecd3c22af1de,mentioned on object,print maker,Cologne,Johann Sadeler (I)
20483,d5c3cadcf9dba96a6bf0,mentioned on object,,Birmingham,Joseph Norris
20484,d5c6cb73c1c336743a39,,painter,,Wouter Johannes van Troostwijk
20485,d5c93040c7d7e1821502,workshop of,print maker,Amsterdam,Bernard Picart
20486,d5cbf636112b193eb9b4,possibly,print maker,Amsterdam,Hermanus Petrus Schouten
20487,d5d31ee4d55b9d47bf54,mentioned on object,print maker,Paris,Gilles Demarteau
20488,d5df47244076d446a5ae,,,,Hanns Hanfstaengl
20489,d5e06eb8545adf843f10,mentioned on object,print maker,Amsterdam,Jacob van der Schley
20490,d5f55be6bbf481971e65,mentioned on object,print maker,Italy,Raphaël Sadeler (I)
20491,d5f65a8bf9cacb9c2619,,,Amsterdam,Pieter Boersma
20492,d5f98a7796ad47c682b2,,,England,anonymous
20493,d5fe4a1f2696b0722875,mentioned on object,,,Jean Rougeot de Briel
20494,d60077fd8a8789904450,attributed to,,Java,Woodbury & Page
20495,d604d103162c108d4160,,print maker,Antwerp,Cornelis Galle (I)
20496,d60803e1c878acac500b,,print maker,Northern Netherlands,Jan Luyken
20497,d60805034fe5ea0707db,mentioned on object,,United States of America,Eva Watson-Schütze
20498,d60a70b96598bcc1ba7d,,print maker,,Caspar Luyken
20499,d60c7fa7f272b91fcf5f,,,,Unis France
20500,d611faf81fb14d99e833,mentioned on object,print maker,Netherlands,Jacobus Cornelis Gaal
20501,d613d5c5bfba5fb0dbd8,attributed to,painter,,Johannes Vinckboons
20502,d6153cac7ed8b1e84e41,,,Germany,Waldemar Titzenthaler
20503,d618d5329bbedc9cb121,mentioned on object,print maker,,Adriaen Frans Boudewyns
20504,d6199f1926407cb51f9e,,,,Robert Jefferson Bingham
20505,d61a2b046f5fb7957cde,attributed to,,Netherlands,Johanna Margaretha Piek
20506,d61d00d053ea24fbcc9c,mentioned on object,print maker,Amsterdam,Jan Frederik Christiaan Reckleben
20507,d61d82aefd7f8e93b32f,,print maker,,Johannes of Lucas van Doetechum
20508,d622350949e6a3d68903,,painter,,Adriaen Coorte
20509,d623be39236c6194bbcb,mentioned on object,painter,,Louis Storm van 's-Gravensande
20510,d623caf2e11d0b46264f,,print maker,Antwerp,Cornelis Galle (I)
20511,d628763994c499afe24a,mentioned on object,print maker,Rome,Robert van Audenaerd
20512,d62a84e302e720c13238,mentioned on object,,,Lambert Lombard
20513,d637e54a7c3c6eb48be6,,,,anonymous
20514,d6386cff8205e0db017c,,,unknown,anonymous
20515,d63a6c0ccc3e71a9ce7c,,painter,,Jacob Willemsz. Delff (I)
20516,d63c272739e4597cd247,,,Indonesia,Jan Banning
20517,d63c84e02230a06f5580,,print maker,,Raphaël Sadeler (I)
20518,d63dfce7945a2b78cd98,manner of,painter,,Bartholomäus Bruyn (I)
20519,d63feaa973aee04aaa7d,,painter,,Georgius Jacobus Johannes van Os
20520,d643586413c89177a1b4,,painter,,anonymous
20521,d6440da8ce6581ffd296,mentioned on object,,Netherlands,Richard Tepe
20522,d647b8f24da056e5c1ad,mentioned on object,,,Pascal Sébah
20523,d648cbb21609a559d966,signed by artist,,,Samuel Bourne
20524,d64a1d75a7bbab43ea52,attributed to,,,Johanna Margaretha Piek
20525,d64b3077cb08429feb36,,,Paris,G. Dangereux
20526,d64eb5d27f0d757f1b77,,print maker,Italy,Giovanni Volpato
20527,d64f947e6a79cbcb0ab3,,,,Stafhell & Kleingrothe
20528,d655bb275338cf2c8e20,possibly,,Norway,E. Olsen
20529,d656be919013a053ade4,,painter,,Gustave Wappers
20530,d65cd183674f9a97df90,mentioned on object,print maker,Venice,Raphaël Sadeler (I)
20531,d65e9a8fd72d1f410a64,,,Netherlands,Henry Pauw van Wieldrecht
20532,d66a95aad4b15b5ed573,,painter,Northern Netherlands,Gerard de Lairesse
20533,d66d2e644b43dff7ca98,,,Suriname,Théodore van Lelyveld
20534,d671e941d11ac3109cdb,,,,anonymous
20535,d673e07fecd899effa3a,workshop of,print maker,Amsterdam,Bernard Picart
20536,d6790ef9108ad60a03a4,possibly,,Norway,Paul Güssfeldt
20537,d6833197c94ec5f0325a,,,Netherlands,anonymous
20538,d683bf6925f360f53339,,,,Woodbury & Page
20539,d686e8e60086b58897a2,mentioned on object,,The Hague,Carl Philip Wollrabe
20540,d687abbc84d7fcc21ab6,,,Suriname,Willem Diepraam
20541,d68a2e2653ca3394dda7,mentioned on object,maker,Switzerland,Francis Frith
20542,d68bd5242ed6aa16a6de,mentioned on object,print maker,Paris,Gabriel Huquier
20543,d68bd5242ed6aa16a6de,mentioned on object,,,Juste Aurèle Meissonnier
20544,d68bd5c5d00ef9a9ea0e,possibly,print maker,Low Countries,Jacobus Harrewijn
20545,d692d511a9c4099363ab,,,Netherlands,Pieter Oosterhuis
20546,d694f747332cfb9bd5d3,,print maker,France,anonymous
20547,d69a7cede1d150fee70a,possibly,,Italy,Henry Pauw van Wieldrecht
20548,d69abb29a392b5a1c4ce,,print maker,Netherlands,anonymous
20549,d69b2bab61e9999595f7,,painter,,Meester Allegro
20550,d69ead5eacbaa66cd598,mentioned on object,,Netherlands,Cornelis Bos
20551,d6a07742c2dc22be5c8b,mentioned on object,,,Kornelis Willem Schorteldoek
20552,d6a55e9cbef23cb1ba67,,,,J.G. Parks
20553,d6a616f7344306557e8c,mentioned on object,,,Anderson
20554,d6a6c7621af23047383a,mentioned on object,,The Hague,Maurits Verveer
20555,d6a9859b25390ea83bee,,,Japan,anonymous
20556,d6ae6a6a35e2156a37e2,mentioned on object,print maker,Amsterdam,Jan Harmensz. Muller
20557,d6b0bb857966aae10924,mentioned on object,print maker,Haarlem,Dirck Volckertsz. Coornhert
20558,d6b29026180d217067b4,mentioned on object,,,Wilhelm Hammerschmidt
20559,d6b2efe002d3afb05670,,,,anonymous
20560,d6bed0d2a868e474173c,,painter,,Pieter Bodding van Laer
20561,d6c044b828e0e2fa1f99,signed by artist,print maker,Netherlands,C.A. Tuchs
20562,d6c065569d8ae03a837a,mentioned on object,print maker,Amsterdam,Abraham Rademaker
20563,d6c218872ecc8c9afcbf,,painter,,Otto van Veen
20564,d6ca81ce07c72fde625c,,print maker,Netherlands,anonymous
20565,d6cadf73a2197e0b9248,,,,Eugenio Interguglielmi & Co.
20566,d6cbaa10838eeaabab30,mentioned on object,,Antwerp,J. Van Crewel Jeune
20567,d6cdfbd0524b871e398d,,print maker,Paris,Bernard Picart
20568,d6d09b1c932ef88f9278,mentioned on object,print maker,Amsterdam,Johann Heinrich Maria Hubert Rennefeld
20569,d6d3b3b47ce3ed82ce50,,painter,,Herman Frederik Carel ten Kate
20570,d6d678f5d5dd26056d50,,print maker,,Theodor de Bry
20571,d6d708c538c0f309dfc8,,,,Atelier Kurkdjian
20572,d6d7b3f92d223ccc5eb6,mentioned on object,painter,Netherlands,George Hendrik Breitner
20573,d6d9005d735102ad6b1f,mentioned on object,print maker,Netherlands,Philippus Velijn
20574,d6db1031f700e668512f,,print maker,Northern Netherlands,anonymous
20575,d6de76052bc18a8516db,,painter,,Johannes Lingelbach
20577,d6df55197a92cb4d0a46,possibly,,,A.J.M. Mulder
20576,d6df55197a92cb4d0a46,attributed to,,,anoniem (Monumentenzorg)
20578,d6e290c26f500bb0bca1,,,Netherlands,Pieter Oosterhuis
20579,d6e2bc39f1fe2b7a78e2,mentioned on object,print maker,Brussels,Matthijs Schoevaerdts
