name,place_of_birth,date_of_birth,date_of_death,place_of_death,nationality
Hermanus Petrus Schouten,Amsterdam,1747-11-28,1822-05-11,Haarlem,
Hermanus Veelwaard (I),Amsterdam,1790-08-17,1813,,
Hermanus van Lubeek,Rotterdam,1770,1807,,
Hessel Gerritsz,Alkmaar,1581,1632-09-04,Amsterdam,
Hieronymus Cock,Antwerpen,1518,1570-03-10,Antwerpen,
Hieronymus Wierix,Antwerpen,1553,1619-11-01,Antwerpen,
Hieronymus van der Mij,Leiden,1687-05-08,1761-12-03,Leiden,
Hill & Adamson,,,,,
Hillebrand Dirk Loeff,Den Haag,1774-02-06,1845-03-17,Den Haag,
Hills & Saunders,,,,,
Hippolyte Arnoux,,,,,
Hippolyte Michaud,Beaune,1813,1886-09-05,Parijs,
Hippolyte Wouwermans,onbekend,1877,1904,Antwerpen,
"Hiroshige (I) , Utagawa",,1797,1858,,
Hisgen,,,,,
Hisgen Brothers,,,,,
Hishikawa Sôri,,,,,
Honoré Daumier,Marseille,1808-02-26,1879-02-10,Valmondois,
Horace Vernet,Parijs,1789-06-30,1863-01-17,Parijs,
Hubert Quellinus,Antwerpen,1619-08-15,1687,Antwerpen,
Hugh Owen,,1808,1897,,
Hugo Allard (I),Doornik,1620,1684,Amsterdam,
Hugo Thiele,,,,,
Hugo van der Goes,Gent,1440,1482,Brussel,
Huib Luns,Parijs,1881-06-06,1942-02-24,Amsterdam,
Huijsen & Zoon,,,,,
Huygh Pietersz Voskuyl,Amsterdam,1591-05-15,1665-10-13,Amsterdam,
Hélios,,,,,
Hübner & Van Santen Roeloffzen,,,,,
I. Robøle,,,,,
I. Warnier,,,,,
Idanus Hendrikus Slaterus,Leeuwarden,1846-04-26,1921-05-06,Den Haag,
Ignace Brice,Brussel,1795-04-02,1866-08-10,Sint-Josse-ten-Node,
Ignacio de Iriarte,Azcoitia,1621-01-16,1685,Sevilla,
Ignatius J. van Roy,,,,,
Ignatius Josephus Van Regemorter,Antwerpen,1785-12-04,1873-06-16,Antwerpen,
Ignatius Lux,Amsterdam,1650,1713,,
Ilse Frech,Amsterdam,1972-04-04,,,
Inskip,,,,,
Internationales Photographisches Kunst-Institut,,,,,
Isaac A. Rehn,,,,,
Isaac Augustus Wetherby,,1819-12-06,1904,,
Isaac Claesz. van Swanenburg,Leiden,1537-08-19,1614-03-10,Leiden,
Isaac Hondius,,1640,1716,Rotterdam,
Isaac Isaacsz,Amsterdam,1598,1649-07-03,Amsterdam,
Isaac Israels,Amsterdam,1865-02-03,1934-10-07,Den Haag,
Isaac Lodewijk la Fargue van Nieuwland,Den Haag,1726-10-27,1805-01-20,Den Haag,
Isaac Ouwater,Amsterdam,1748-07-31,1793-03-04,Amsterdam,
Isaac Schnebbelie,,1771,1815-07-11,Mataram,
Isaac Sorious,,,,,
Isaac Walraven,Amsterdam,1686-03-23,1765-03-11,Amsterdam,
Isaac de Moucheron,Amsterdam,1667-11-23,1744-07-20,,
Isaac van Duynen,Dordrecht,1628-04,1677,Den Haag,
Isaac van Ostade,Haarlem,1621-06-02,1649-10-16,Haarlem,
Isaack Luttichuys,Londen,1616-02-25,1673-03-06,Amsterdam,
Isaak van Nickelen,Haarlem,1633,1703-12-27,Haarlem,
Isac Vromans,,1668,1719,Den Haag,
Isack Elyas,,,,,
Isaiah West Taber,,1830-08-17,1912-02-22,,
Ishizaki Yushi,,1768,1846,,
Isidore Kinsbergen,Brugge,1821,1905,Batavia,
Isoda Kôryûsai,,1735,1790,,
Israël Silvestre,Nancy,1621-08-21,1691-10-11,Parijs,
Iven Besoet,Leiden,1720,1769-12-08,Den Haag,
Izaak Jansz. de Wit,Amsterdam,1744-12-09,1809-03-13,Haarlem,
Izaak Riewert Schmidt,Amsterdam,1781-12-23,1826-01-26,Delft,
Izaak Schmidt,Amsterdam,1740-07-11,1818-05-17,Amsterdam,
Izaak Schouman,Dordrecht,1801-05-29,1878-06-20,Zetten,
J. Alexander Janssens,,,,,
J. Attama,,,,,
J. B. Angler & Co.,,,,,
J. Bagnall Evans,,,,,
J. Houdoit,,,,,
J. Korsten,Zierikzee,1841-02-25,1878-05-12,Middelburg,
J. Kuijpers,,,,,
J. Kühn (uitgever),,,,,
J. Loroy,,,,,
J. Martin (fotograaf),,,,,
J. Nolte,,,,,
J. Otto,,,,,
J. Rüesch,,,,,
J. Siewers & Zoon,,,,,
J. Thierry,,,,,
J. Tourtin,,,,,
J. Treck,,,,,
J. Van Crewel & Fils,,,,,
J. Van Crewel Jeune,Rotterdam,1852-04-03,1930-08-27,Den Haag,
J. Wijnman,Amsterdam,1844-04-07,,,
J. Wills,,,,,
J. Wirtgen,,,,,
J. de Bruyn (fotograaf),,,,,
J. de Clercq,,,,,
J. de Haas (fotograaf),,,,,
J. v.d. Graft,,,,,
J. van Os,,,,,
J. van der Paal,,1852,1916,Antwerpen,
J.A.R.,,,,,
J.B.,,,,,
J.C. van der List,Gouda,1857-07-13,1935-04-22,Zeist,
J.D. Rijk,Leiden,1855-01-15,1912-06-01,Utrecht,
J.E. Blizzard,,,,,
J.F. Schmetterling,,,,,
J.F. Tommann,,,,,
J.G. Beers,,,,,
J.G. Parks,,,1895,,
J.G. Schieblius,,,,,
J.G. Tunny,,,,,
J.G. de la Croix,,,,,
J.H. Pluygers,,,,,
J.J. Geels,Alkmaar,1833-02-12,1890-06-08,Den Haag,
J.J. Prins,Goes,1849,1904,Amsterdam,
J.L. Riker,,,,,
J.L.T. Huijsen & Zoon,,,,,
J.S.J. de Jongh,,,,,
J.W. Gilmor,,,,,
J.W. Wentzel,Amsterdam,1855-04-14,1930-02-28,Amersfoort,
Jabes Heenck,Den Haag,1752-10-27,1782-11-01,Leiden,
Jac Jongert,Wormer,1883-06-22,1942-11-09,Reeuwijk,
Jac van Looij,Haarlem,1855-09-12,1930-02-24,Haarlem,
Jac. & S. Schotel,,,,,
Jacob Adriaensz. Backer,Harlingen,1608,1651-08-27,Amsterdam,
Jacob Appel (I),Amsterdam,1680-11-29,1751-05-07,Amsterdam,
Jacob Bellevois,Rotterdam,1621,1676-09-19,,
Jacob Bos,'s-Hertogenbosch,1520,1580,,
Jacob Bunel,Blois,1558,1614-10-14,Parijs,
Jacob Campo Weyerman,Breda,1677-08-09,1747-03-09,Den Haag,
Jacob Coeman,Amsterdam,,1676-03,Batavia,
Jacob Cosman,Kleef,1817-01-17,,,
Jacob Cremer,Arnhem,1827-09-01,1880-06-05,Den Haag,
Jacob Duck,Utrecht,1600,1667-01-28,Utrecht,
Jacob Elias van Varelen,Haarlem,1757-08-09,1840-05-16,Haarlem,
Jacob Ernst Marcus,Sint-Eustatius,1774-03-19,1826-10-02,Amsterdam,
Jacob Esselens,Amsterdam,1626,1687-01-15,,
Jacob Evert Wesenhagen,Paramaribo,1862-11-02,1924-11-02,Paramaribo,
Jacob Ferdinand Voet,Antwerpen,1639-03-14,1689-10,Parijs,
Jacob Folkema,Dokkum,1692,1767,Amsterdam,
Jacob Fransz. van der Merck,'s-Gravendeel,1610,1664-09,Leiden,
Jacob Frey (I),Hochdorf,1681,1752-01-11,Rome,
Jacob Frijberger,,,,,
Jacob Gerritsz Cuyp,Dordrecht,1594-12,1652,Dordrecht,
Jacob Gerritz. Loef,Enkhuizen,1607,1670,,
Jacob Gole,Amsterdam,1660,1724,Amsterdam,
Jacob Groenendijk,Rotterdam,1762,1814,Rotterdam,
Jacob Hogers,,1614-01-16,1655,,
Jacob Hohmann,Cochem,1833-03-21,,,
Jacob Houbraken,Dordrecht,1698-12-25,1780-11-14,Amsterdam,
Jacob Isaacksz van Ruisdael,Haarlem,1629-06,1682-03-14,Amsterdam,
Jacob Isaacsz. van Swanenburg,Leiden,1571-04-21,1638-10-16,Utrecht,
Jacob Jacobsz van Geel,,1585,1637,,
Jacob Jan Nachenius,Den Haag,1709,1752,Indonesië,
Jacob Jordaens (I),Antwerpen,1593-05-19,1678-10-18,Antwerpen,
Jacob Joseph Eeckhout,Antwerpen,1793-02-08,1861-12-25,Parijs,
Jacob Kuyper,,1851-03-15,1919-11-07,,
Jacob Lambrechtsz. Loncke,Zierikzee,1580,1644,,
Jacob Louys (1620-ca.1673),Haarlem,1620,1673,Haarlem,
Jacob Lutma,Amsterdam,1644,1654-06-24,Amsterdam,
Jacob Lyon,Amsterdam,1587,1659,Amsterdam,
Jacob Maris,Den Haag,1837-08-25,1899-08-07,Karlsbad (Duitsland),
Jacob Marrel,Frankenthal,1614,1681-11-11,Frankfurt am Main,
Jacob Matham,Haarlem,1571-10-15,1631-01-20,Haarlem,
Jacob Merkelbach,Amsterdam,1877-04-29,1942-02-06,Amsterdam,
Jacob Neefs,Antwerpen,1610-06-03,1660,,
Jacob Ochtervelt,Rotterdam,1634-02,1682-05-01,,
Jacob Olie jr.,,1879,1955,,
Jacob Peeters,Antwerpen,1637,1695,Antwerpen,
Jacob Pieter Mercier,Amsterdam,1839-04-14,1900-10-06,,
Jacob Plügger,Enkhuizen,1795-12-06,1871-02-10,Haarlem,
Jacob Salomonsz. van Ruysdael,Haarlem,1630,1681-11-13,Haarlem,
Jacob Savery (I),Kortrijk,1566,1603-04-23,Amsterdam,
Jacob Savery (II),Amsterdam,1592,1651-07-05,Amsterdam,
Jacob Simon Hendrik Kever,Amsterdam,1854-06-19,1922-04-29,Laren,
Jacob Smies,Amsterdam,1746-06-11,1833-08-14,Amsterdam,
Jacob Spoel,Rotterdam,1820-10-18,1868-10-30,Rotterdam,
Jacob Swaab,Den Haag,1836-05-18,1920-06-12,Amsterdam,
Jacob Symonsz Pynas,Amsterdam,1593,1650,Amsterdam,
Jacob Taanman,Zaandam,1836-10-09,1923-04-02,Amsterdam,
Jacob Toorenvliet,Leiden,1640-07-01,1719-01-25,Leiden,
Jacob Vosmaer,Delft,1584,1641-06-30,Delft,
Jacob Vrel,,,,,
Jacob Willem Strunck,Kleef,1766,1813-09-13,Amsterdam,
Jacob Willemsz. Delff (I),Gouda,1550,1601-05-05,Delft,
Jacob Willemsz. Delff (II),Delft,1619-05-14,1661-06-12,Delft,
Jacob de Gheyn (I),Zuiderzee,1537,1581,Antwerpen,
Jacob de Gheyn (II),Antwerpen,1565,1629-03-29,Den Haag,
Jacob de Gheyn (III),Haarlem,1596,1644-04-27,,
Jacob de L'Ambre,,,,,
Jacob de Wet (I),Haarlem,1610,1675-08,Keulen,
Jacob de Wit,Amsterdam,1695,1754-11-12,Amsterdam,
Jacob van Campen,Haarlem,1595,1657-09-13,Amersfoort,
Jacob van Loo,Sluis,1614,1670-11-27,Parijs,
Jacob van Meurs,Arnhem,1620,1680-05-20,Amsterdam,
Jacob van Nieulandt,Amsterdam,1594,1634-12-27,Amsterdam,
Jacob van Rees,Utrecht,1854,1928-01-04,Hilversum,
Jacob van Schuppen,Fontainebleau,1670-01-26,1751-01-29,Wenen,
Jacob van Spreeuwen,,1610,1650,,
Jacob van Strij,Dordrecht,1756-10-02,1815-02-04,Dordrecht,
Jacob van Walscapelle,Dordrecht,1644-05,1727-08-16,Amsterdam,
Jacob van de Velde (graveur),,1744-03-01,1780-10-19,,
Jacob van der Heyden,Straatsburg,1573,1645,Brussel,
Jacob van der Schley,Amsterdam,1715-07-26,1779-02-12,Amsterdam,
Jacob van der Ulft,Gorinchem,1627-03-26,1689-11-18,Noordwijk aan Zee,
Jacobello del Fiore,,,1439,Venetië,
Jacobus Buys,Amsterdam,1724-11-19,1801-04-07,Amsterdam,
Jacobus Cornelis Gaal,Oost-Souburg,1796,1866-12-20,Kampen,
Jacobus Gadelle,,,,,
Jacobus Harrewijn,,1660,1740,Brussel,
Jacobus Hermanus Otterbeek,Den Haag,1839-07-31,1902-12-30,Den Haag,
Jacobus Johannes Lauwers,Brugge,1753-02-26,1800-12-21,Amsterdam,
Jacobus Levecq,Dordrecht,1634-10,1675-09-02,Dordrecht,
Jacobus Linthorst,Amsterdam,1745,1815-08-07,Amsterdam,
Jacobus Luberti Augustini,Haarlem,1748,1822-08-04,Haarlem,
Jacobus Ludovicus Cornet,Leiden,1815-08-18,1882-12-03,Leiden,
Jacobus Marinus Wilhelmus de Louw,Den Haag,1823,1907,Den Haag,
Jacobus Oliphant,,1715,1742,,
Jacobus Robijn,,,1707,,
Jacobus Schoemaker Doyer,Krefeld,1792-06-24,1867-06-09,Zutphen,
Jacobus Storck,,1641-09-08,1712,,
Jacobus Sörensen,Amsterdam,1812,1857-05-17,Amsterdam,
Jacobus Turpin,Middlesex,1740,1807,Londen,
Jacobus Verheyde (I),,,,,
Jacobus de Vries Gzn.,Harlingen,1861-09-11,1943-02-14,Smallingerland,
Jacobus van Gorkom jr.,Rotterdam,1827-01-28,1880-05-02,Den Haag,
Jacobus van Koningsveld,Deventer,1824-03-10,1866-07-30,Den Haag,
Jacolette,,,,,
Jacomo Victors,Amsterdam,1640,1705-12-05,Amsterdam,
Jacopo Bassano,Bassano del Grappa,1515,1592-02-14,Bassano del Grappa,
Jacopo Palma (il Giovane),Venetië,1544,1628,Venetië,
Jacopo Tintoretto,Venetië,1519,1594,Venetië,
Jacopo del Sellaio,Florence,1442,1493-11-12,Florence,
Jacques Aliamet,Abbeville,1726,1788,Parijs,
Jacques Beauvarlet,Abbeville,1731-09-25,1797-12-07,Parijs,
Jacques Blanchard,Parijs,1600-10-01,1638-11,Parijs,
Jacques Blondeau,Antwerpen,1655-05-09,1698,Rome,
Jacques Callot,Nancy,1592-08-21,1635-03-24,Nancy,
Jacques Chits,Haarlem,1835-10-14,1917-02-07,Den Haag,
Jacques Chrispijn,Leiden,1851,1927,Leiden,
Jacques Ignatius de Roore,Antwerpen,1686-07-20,1747-07-17,Den Haag,
Jacques Kuiper,,,,,
Jacques Lalaing,Londen,1858-11-04,1917-10-10,Brussel,
Jacques Muller,Emden,1628,1673,,
Jacques Pilartz,Keulen,1836,1910,Bad Kissingen,
Jacques Raymond Brascassat,Bordeaux,1804,1867-02-28,Parijs,
Jacques Tortorel,,,,,
Jacques Waben,Alkmaar,1590,1640,Hoorn,
Jacques de Claeuw,Dordrecht,1623-05,1694-11-07,Leiden,
Jacques de Fornazeris,,1585,1619,,
Jacques-André-Joseph Aved,,1702-01-12,1766-03-04,Parijs,
Jacques-Eugène Feyen,Bey-sur-Seille,1815,1908,Parijs,
Jacques-Guillaume van Blarenberghe,Leiden,1691,1742,Lille,
Jakob Höflinger,Duitsland,1819-07-21,1892-12-19,Bazel,
Jakob Matthias Schmutzer,Wenen,1733-04-05,1811-12-02,Wenen,
James Abbott McNeill Whistler,Lowell,1834-07-10,1903-07-17,Chelsea,
James Anderson,Cumbria,1813-03-11,1877-02-27,Rome,
James Andrews,,,,,
James Craig Annan,Hamilton,1864-03-08,1946-06-05,Glasgow,
James Higson,,,,,
James McDonald,,1822,1885,,
James Robertson,Middlesex,1813,1888,Yokohama,
James S. Bayfield,,,,,
James Valentine,Schotland,1815,1880,Schotland,
James W. Holcombe,,,,,
James de Rijk,Hilversum,1806-05-17,1882-11-10,Hilversum,
Jan Abel Wassenbergh,Groningen,1689-01-18,1750-07-25,Groningen,
Jan Abrahamsz. Beerstraten,,1622-05-31,1666-07-01,Amsterdam,
Jan Adam Kruseman,Haarlem,1804-02-12,1862-03-17,Haarlem,
Jan Adriaensz. van Staveren,Leiden,1614,1669-04-29,Leiden,
Jan Adriani,,,,,
Jan Albertsz. Rotius,Medemblik,1624-10-20,1666-10-20,Hoorn,
Jan Andrea Lievens,Antwerpen,1644-01-20,1680-01-30,Amsterdam,
Jan Andries Töpfer,Amsterdam,1792-11-30,1841-09-10,Amsterdam,
Jan Antonisz van Ravesteyn,Culemborg,1570,1657,Den Haag,
Jan Arends,Dordrecht,1738,1805-04-22,Dordrecht,
Jan Asselijn,Dieppe,1610,1652-10,Amsterdam,
Jan Banning,Almelo,1954-05-04,,,
Jan Baptist Berterham,,,,,
Jan Baptist Tetar van Elven,Amsterdam,1805-02-11,1889-07-27,Voorschoten,
Jan Baptist Weenix,Amsterdam,1621,1661,Utrecht,
Jan Baptist Wolfaerts,Antwerpen,1625-11-15,1687,,
Jan Baptiste De Jonghe,Kortrijk,1785-01-08,1844-10-14,Schaarbeek,
Jan Bedijs Tom,Boskoop,1813-03-04,1894-07-18,Leiden,
Jan Both,Utrecht,1622,1652-08-09,Utrecht,
Jan Breebaard,Noord-Holland,1835-04-29,1893-11-03,Arnhem,
Jan Brueghel (I),Brussel,1568,1625-01-13,Antwerpen,
Jan Brueghel (II),Antwerpen,1601,1678-09-01,Antwerpen,
Jan Caspar Philips,Duitsland,1700,1775-04-24,Amsterdam,
Jan Chalon,Amsterdam,1738,1795-06-11,Londen,
Jan Claesz.,Enkhuizen,1570,1618,,
Jan Claesz. Rietschoof,Hoorn,1652-05-21,1719-11-03,Hoorn,
Jan Collaert,,,,,
Jan Collaert (II),Antwerpen,1566,1628-05-26,Antwerpen,
Jan Cornelis van Rossum,Amsterdam,1820-03-01,1905-09-04,Amsterdam,
Jan Cornelisz Vermeyen,Beverwijk,1500,1559,Brussel,
Jan D. Fries,,,,,
Jan Daemen Cool,Rotterdam,1589,1660-11-24,Rotterdam,
Jan Dasveldt,Amsterdam,1770-08-26,1855-02-11,Amsterdam,
Jan Davidsz. de Heem,Utrecht,1606-04,1684-04-26,Antwerpen,
Jan Dirk Brouwer,Amsterdam,1835-12-20,1898-01-04,Haarlem,
Jan Edelinck,Antwerpen,1643,1680-05-14,Parijs,
Jan Ekels,,,,,
Jan Ekels (I),Amsterdam,1724,1781-11-22,Amsterdam,
Jan Ekels (II),Amsterdam,1759,1793-06-04,Amsterdam,
Jan Evert Grave,Amsterdam,1759-01-28,1805-12-10,Amsterdam,
Jan Evert Morel (I),Amsterdam,1769-02-12,1808-04-06,Amsterdam,
Jan Fokke,Amsterdam,1742-11-08,1812-06-19,Amsterdam,
Jan Frank,Kalimaro (Ned.Indië),1885-11-12,1945-08-29,Batavia,
Jan Franken,Tilburg,1878-04-08,1959-07-03,Den Haag,
Jan Frederik Christiaan Reckleben,Amsterdam,1819-09-03,1879-03-28,Amsterdam,
Jan Frederik Rienks,Leiden,1857-10-03,1909-04-17,Haarlem,
Jan George Mulder,Haarlem,1816-08-10,1895-05-13,Utrecht,
Jan Gerritsz. Visser,Amsterdam,1765,1821-05-08,Amsterdam,
Jan Gerritsz. van Bronckhorst,Utrecht,1603,1661,Amsterdam,
Jan Goedeljee,,1824,1905-10-15,,
Jan Goeree,Middelburg,1670-10-20,1731-01-04,Amsterdam,
Jan Griffier (I),Amsterdam,1645,1718,Londen,
Jan Hackaert,Amsterdam,1628,1705,Amsterdam,
Jan Harmensz. Muller,Amsterdam,1571,1628,Amsterdam,
Jan Havicksz. Steen,Leiden,1626,1679-02,Leiden,
Jan Hendrik Maschaupt,Amsterdam,1826-11-20,1903-05-31,Amsterdam,
Jan Hendriksz. Verstraelen,,,,,
Jan Hillebrand Wijsmuller,Amsterdam,1855-02-13,1925-05-23,Amsterdam,
Jan Hulswit,Amsterdam,1766-11-04,1822-08-08,Amsterdam,
Jan Jacob Teyler van Hall,Amsterdam,1794-05-14,1851-07-28,Amsterdam,
Jan Jacobsz. Wielant,,,,,
Jan Jansz Mostaert,Haarlem,1485,1553,Haarlem,
Jan Jansz.,,,,,
Jan Jansz. Buesem,,1600,1648,,
Jan Jansz. Treck,Amsterdam,1606,1652-09-27,,
Jan Jansz. Westerbaen (I),Den Haag,1602,1686-09-19,Den Haag,
Jan Jansz. den Uyl (II),Amsterdam,1624,1669,,
Jan Jansz. van de Velde (III),,1620,1662-07-10,Enkhuizen,
Jan Josef Horemans (II),Antwerpen,1714-01-15,1790,,
Jan Kamphuijsen,Amsterdam,1760-06-22,1841-10-23,Amsterdam,
Jan Kieft,De Rijp,1798-07-10,1870-12-20,Amsterdam,
Jan Kobell (II),Delfshaven,1778-11-08,1814-09-23,Amsterdam,
Jan Lievens,Leiden,1607-10-24,1674-06-04,Amsterdam,
Jan Lodewijk Jonxis,Utrecht,1789-04-09,1867-02-15,Utrecht,
Jan Looten,Amsterdam,1618,,Engeland,
Jan Lucas van der Beek,Amsterdam,1753-05-06,1818-10-12,Amsterdam,
Jan Luyken,Amsterdam,1649-04-16,1712-04-05,Amsterdam,
Jan Mankes,Meppel,1889-08-15,1920-04-23,Eerbeek,
Jan Marlais,,,,,
Jan Marlois,,,,,
Jan Martszen de Jonge,Haarlem,1609,1647,,
Jan Maurits Quinkhard,Rees,1688-01-28,1772-11-11,Amsterdam,
Jan Meerhout,Gorinchem,,1677-03-27,Amsterdam,
Jan Miel,Beveren,1599,1663-04-03,Turijn,
Jan Miense Molenaer,Haarlem,1609,1668-09-15,Haarlem,
Jan Mijtens,Den Haag,1614,1670-12-24,Den Haag,
Jan Olis,Gorinchem,1610,1676-06-06,Heusden,
Jan Oomkens,Groningen,1779-07-18,1844-12-19,Groningen,
Jan Philip Simon,Amsterdam,1796-10-01,1838-04-13,Amsterdam,
Jan Philip van Thielen,Mechelen,1618-04-01,1667,Mechelen,
Jan Pietersz Opperdoes,Amsterdam,1632,,,
Jan Pietersz. van de Venne,,,1625,Middelburg,
Jan Porcellis,Gent,1584,1632-01-29,Zoeterwoude,
Jan Punt,Amsterdam,1711-04-02,1779-12-18,Amsterdam,
Jan Ruyter,,1688,1744-03-14,Amsterdam,
Jan Saenredam,Zaandam,1565,1607-04-06,Assendelft,
Jan Stolker,Amsterdam,1724-07-01,1785-06-10,Rotterdam,
Jan Symonsz Pynas,Alkmaar,1582,1631-12-02,Amsterdam,
Jan Tengnagel,Amsterdam,1584,1635-03-23,Amsterdam,
Jan Theunisz. Blanckerhoff,,1628-01-10,1669-10-02,,
Jan Thomas,Ieper,1617-02-05,1678-09-06,Wenen,
Jan Toorop,Poerworedjo,1858-12-20,1928-03-30,Den Haag,
Jan Veenhuysen,,1625,1693-02-07,,
Jan Vels,Purmerend,1825-10-22,1889-11-22,Purmerend,
Jan Verkade,Zaandam,1868-09-18,1946-07-19,,
Jan Verkolje (I),Amsterdam,1650-02-09,1693-05-08,Delft,
Jan Vermeer van Haarlem (I),Haarlem,1628-10-22,1691-08-25,Haarlem,
Jan Veth,Dordrecht,1864-05-18,1925-07-01,Amsterdam,
Jan Victors,Amsterdam,1619-06-13,1676-12,Oost-Indië,
Jan Vonck,Toruń,1631,1664,,
Jan Vrolijk,Den Haag,1846-02-01,1894-09-02,Den Haag,
Jan Weenix,Amsterdam,1642,1719-09-19,Amsterdam,
Jan Weissenbruch,Den Haag,1822-03-18,1880-02-15,Den Haag,
Jan Wendel Gerstenhauer Zimmerman,Monnickendam,1816-01-31,1887-09-24,Rotterdam,
Jan Wijnants,Haarlem,1632,1684-01-23,Amsterdam,
Jan Wildens,Antwerpen,1585,1653-10-16,Antwerpen,
Jan Willem Caspari,Amsterdam,1779-11-25,1822-09-10,Amsterdam,
Jan Willem May,Amsterdam,1798-03-20,1826-10-02,,
Jan Willem Pieneman,Abcoude,1779-11-04,1853-04-08,Amsterdam,
Jan Willem van Borselen,Gouda,1825-09-20,1892-09-24,Den Haag,
Jan Woutersz Stap,Amsterdam,1599-07-22,1663-02,Amsterdam,
Jan Wouwerman,Haarlem,1629-10-30,1666-12-01,Haarlem,
Jan Zürcher,Amsterdam,1851-10-18,1905-03-09,Den Haag,
Jan de Baen,Haarlem,1633,1702,,
Jan de Bisschop,Amsterdam,1628,1671-11-06,Den Haag,
Jan de Bray,Haarlem,1627,1697-04-04,Amsterdam,
Jan de Lairesse,Amsterdam,1673,1716,Amsterdam,
Jan de Ridder,Amsterdam,1665-10-12,1735-11-16,Amsterdam,
Jan de Ruyter,Amsterdam,1786-05-31,1831-03-15,Amsterdam,
Jan ten Compe,Amsterdam,1713-02-14,1761-11-11,Amsterdam,
Jan ter Borch,,,1678,Buren,
Jan van Assen,,,,,
Jan van Bijlert,Utrecht,1598,1671-11-13,Utrecht,
Jan van Call (I),Nijmegen,1656,1706,Den Haag,
Jan van Coninxloo (II),,1489,1555,,
Jan van Essen,Amsterdam,1854,1936-05-23,Scherpenzeel,
Jan van Gool,Den Haag,1685,1763,Den Haag,
Jan van Goyen,Leiden,1596-01-13,1656-04-27,Den Haag,
Jan van Haensbergen,Gorinchem,1642-01-02,1705-01-10,Den Haag,
Jan van Hemert,,,,,
Jan van Hemessen,Kasteel Herbeke,1500,1575,,
Jan van Hoepen,Veere,1856-02-27,1922,Bloemfontein,
Jan van Huchtenburg,Haarlem,1647-11-20,1733-07-02,Amsterdam,
Jan van Huysum,Amsterdam,1682-04-15,1749-02-08,Amsterdam,
Jan van Kessel (1641-1680),Amsterdam,1641-09-22,1680-12-24,Amsterdam,
Jan van Kessel (I),Antwerpen,1626-04-05,1679-04-17,Antwerpen,
Jan van Leyden,,,,,
Jan van Londerseel,Antwerpen,1575,1625-01-07,Rotterdam,
Jan van Mieris,Leiden,1660-06-17,1690-03-17,Rome,
Jan van Neck,Naarden,1635,1714,Amsterdam,
Jan van Noordt (1623-1676),,1623,1676,,
Jan van Os,Middelharnis,1744,1808-02-07,Den Haag,
Jan van Ossenbeeck,Rotterdam,1624,1674-03-30,Wenen,
Jan van Ravenswaay,Hilversum,1789-11-29,1869-03-02,Hilversum,
Jan van Rossum,Vianen,,,,
Jan van Scorel,Schoorl,1495-01-09,1562-12-06,Utrecht,
Jan van Troyen,Brussel,1610,1666,,
Jan van Vianen,Amsterdam,1680,1726,,
Jan van de Cappelle,Amsterdam,1624,1679-12-22,,
Jan van de Sande,Antwerpen,1600,1665,Antwerpen,
Jan van de Velde,,,,,
Jan van de Velde (II),Delft,1593,1641-11-04,Enkhuizen,
Jan van den Hecke (I),Kwaremont,1620,1684-08-22,Antwerpen,
Jan van der Heyden,Gorinchem,1637-03-05,1712-03-28,Amsterdam,
Jan van der Linde,Amsterdam,1864-01-03,1945-03-08,Amsterdam,
Jan van der Meer (II),,1656-11-29,1705-05-28,,
Jan van der Veen (prentmaker),Leiden,1831-07-13,1860-06-21,Leiden,
Jannes Linders,Dordrecht,1955-05-23,,,
Jannis Jacobus van Melle,Breskens,1829-10-16,1911-09-04,Bergen op Zoom,
Jaques Clément Lagriffe,Auch,1828-11-24,1899-01-25,Parijs,
Jaroslav Cermak,Praag,1831,1878-04-23,Parijs,
Jean Augustin Daiwaille,Keulen,1786-08-06,1850-04-11,Rotterdam,
Jean Baptist Leprince,Metz,1734-09-17,1781-09-30,Saint-Denis-du-Port,
Jean Baptiste August Kessler,Batavia,1853-12-15,1900-12-14,Napels,
Jean Baptiste Berubet,,,,,
Jean Baptiste Feilner,,1844,1912,,
Jean Baptiste François Pater,Valenciennes,1695-12-29,1736-07-25,Parijs,
Jean Baptiste Huet (le vieux),Parijs,1745-10-15,1811-01-27,Parijs,
Jean Baptiste Joseph Graveleau,,1843-10-23,,,
Jean Baptiste Liénard,Reims,1782,1857-12-19,Châlons-en-Champagne,
Jean Baptiste Monnoyer,Lille,1636-07-19,1699-02-16,Londen,
Jean Baptiste Perroneau,Parijs,1715,1783-11-19,Amsterdam,
Jean Baptiste Vanmour,Valenciennes,1671-01-09,1737-01-22,Constantinopel,
Jean Baptiste de Poilly,Parijs,1669-11-24,1728-04-29,Parijs,
Jean Berain (le Vieux),Saint-Mihiel,1640-06-04,1711-01-25,Parijs,
Jean Charles Levasseur,Abbeville,1734-10-21,1816-11-29,Parijs,
Jean Dambrun,Parijs,1741,1808,,
Jean Fournier,Parijs,1703,1754,Den Haag,
Jean François Millet,Gruchy,1814-10-04,1875-01-20,Barbizon,
Jean François Valois,Paramaribo,1778-08-02,1853-12-07,Den Haag,
Jean François de Ruelles,,,,,
Jean Frédéric Schall,Straatsburg,1752-03-14,1825-03-24,Parijs,
Jean Henri de Coene,,,,,
Jean Humbert,Amsterdam,1734-05-07,1794-10,Amsterdam,
